uid	source	scene	sent	type	bucket	focalizer	context	text	guess_speaker	guess_conf	gold_speaker	target	checked	note
3_14	后日谈	3	14	action	心理-推测	艾普	“啊……呃……” ‖ 虽然还显得慌张，但以称职祭司之姿一路走来的主人，总算让思绪聚焦起来。主人咳了一声，重新振作精神，并挺直背脊露出笑容说： ‖ “咳。我是诺儿菈·爱伦。” ‖ ►虽然主人也长高了许多，但那个叫什么艾普的女子，还是足足高出主人一颗拳头。而且，除了身高之外，似乎还有别的因素让主人显得有些畏缩。这五年来主人身上多少长了一些肉，但与眼前这名如狼般的女子相比，有些部位还是看得出明显差距。 ‖ 或许，也是因为一边高高挺起胸膛，而另一边弓着背，才会有所影响吧。 ‖ 艾普身穿不用以调节体温、纯粹用来装饰的皮草旅行服装。打扮如贵族般的艾普把主人从头到脚看了一遍后，轻轻叹息说：	虽然主人也长高了许多，但那个叫什么艾普的女子，还是足足高出主人一颗拳头。而且，除了身高之外，似乎还有别的因素让主人显得有些畏缩。这五年来主人身上多少长了一些肉，但与眼前这名如狼般的女子相比，有些部位还是看得出明显差距。	艾普	0.40	艾普	赫萝		
3_20	后日谈	3	20	dialogue	anaphoric	艾普	“那家伙果然……” ‖ “咦？” ‖ 主人反问道。艾普用力眨了眨长长的睫毛后，这么说： ‖ ►“没事。看来衣食方面应该由我这边来负责比较好吧，如果你是怕晚上会寂寞，那就只要带圣经就好。如我信中所说，我们要去很多地方，而且今天就要出发喔。” ‖ 自称是艾普的女子只丢下这段话，便回到马车上去。 ‖ 被留在原地的主人愣了好一会儿后，转头望向了我。	没事。看来衣食方面应该由我这边来负责比较好吧，如果你是怕晚上会寂寞，那就只要带圣经就好。如我信中所说，我们要去很多地方，而且今天就要出发喔。	艾普	0.55	艾普			
5_12	后日谈	5	12	dialogue	anaphoric	艾普	正因为成功逃出了那里，主人才能够展露这般笑容。 ‖ “我原本是个牧羊人。” ‖ 艾普惊讶地抬起原本托着腮的头，然后再度盯着主人仔细地瞧。 ‖ ►“后来遇到他们两位……而得以脱离这个身份……虽然我很想这么说，但严格说起来，应该是我被卷入了一场骚动。呵呵。后者的说法可能比较正确吧。” ‖ 率直又认真到极点的主人，也总算能够这么轻描淡写地描述事情。那对狼与羊的二人组确实有一部分算是解救了我们，但最后其实只是害我们被卷入骚动而已。 ‖ “布朗小姐是在哪里认识他的呢？”	后来遇到他们两位……而得以脱离这个身份……虽然我很想这么说，但严格说起来，应该是我被卷入了一场骚动。呵呵。后者的说法可能比较正确吧。	赫萝	0.55	赫萝			
7_49	后日谈	7	49	action	心理-推测	狄安娜	“那，所以你有老公啰？” ‖ 听到艾普的话语后，狄安娜从我身上抬高视线。 ‖ “曾经有过。” ‖ ►毫无迟疑的简短回答，似乎说出狄安娜不知在脑中放映回忆的次数之多，甚至连回忆都开始磨损了。即使是散发出动物野性的艾普，也大概会愿意在这个瞬间，对狄安娜甘拜下风吧。 ‖ 狄安娜散发出一种甚至可以用诡异来形容的独特气氛，这样的她用白皙的手按住自己胸口，一副小女孩回想着昨晚秘密似的表情这么说： ‖ “所以，那两人来到这个城镇时……虽然我已经年纪不小了，却还是忍不住心跳加速。你们两位不也跟我一样吗？”	毫无迟疑的简短回答，似乎说出狄安娜不知在脑中放映回忆的次数之多，甚至连回忆都开始磨损了。即使是散发出动物野性的艾普，也大概会愿意在这个瞬间，对狄安娜甘拜下风吧。	狄安娜	0.40	狄安娜	艾普		
8_10	后日谈	8	10	action	心理-推测	狄安娜	艾普对那个笨男人似乎多少有些意思。 ‖ 或许真的就像狗啃骨头一样，艾普是去回味“让人受不了的男人”这句话。 ‖ 相对地，留在马车上的主人则是坐在椅子上，不停用手搧着自己的脸。除了醉酒之外，主人或许也陶醉于故事之中。狄安娜描述了有关一对怎么看都看得出彼此相爱，双方却不肯直率面对事实的男女，为了争夺其中一方而与情敌展开决斗的故事。 ‖ ►我还以为与我们相遇时，那两人早已确认了彼此的心意，看来那只狼似乎比想象中来得窝囊。不然就是因为那只羊实在过度毫无防备，让狼都犹豫起该不该展开攻击。 ‖ 反正呢，与情敌展开决斗的男人抱着粉身碎骨的决心，在城里四处奔走试图赢得决斗，但因为错过或想太多而引起不必要的骚动。 ‖ 最后，两人因为互相信任而携手合作，终于在决斗中获得胜利。不过，想到提出决斗要求的那一方，也不知道应该说他可怜，还是自作自受，总觉得是一个努力却得不到回报的故事。唯一值得庆幸的是，世上似乎还是有好人愿意接受这类的笨蛋。听说那个人如今已走出失恋阴霾，过着幸福的日子。	我还以为与我们相遇时，那两人早已确认了彼此的心意，看来那只狼似乎比想象中来得窝囊。不然就是因为那只羊实在过度毫无防备，让狼都犹豫起该不该展开攻击。	狄安娜	0.40	狄安娜	赫萝		
1_6	嫩绿色的小径	1	6	action	物理	赫萝	其中最喜欢的是—— ‖ 即使是在严寒的季节，偶尔也会有像春天般的好天气。 ‖ 没有一丝微风，如果是一动不动的话就能感觉到阳光的温暖。 ‖ ►即使对于时间就是金钱的商人来说，在这种天气下也会停下脚步，将马车驶下道路，选择一片没有被牛羊侵犯过的草地躺下。 ‖ 放置身旁的是少许的葡萄酒和黑麦面包。 ‖ 边眺望着天空边偶尔喝口葡萄酒。再咬一口黑麦面包。	即使对于时间就是金钱的商人来说，在这种天气下也会停下脚步，将马车驶下道路，选择一片没有被牛羊侵犯过的草地躺下。	赫萝	0.30	赫萝			
1_24	嫩绿色的小径	1	24	action	心理-推测	赫萝	但是，据说这片茂盛的森林在以前附近建造新的城市的时候因为大量的采伐树木所以现在的面积只有以前的一半。 ‖ 罗伦斯手中的地图连以前的森林的大小也标记了上去的，呈现出了过去存在于这个地域的这片森林的伟大之处。 ‖ 【怎么了？】 ‖ ►在货台上闲来无事的旅行伙伴赫萝似乎是因为察觉到了罗伦斯坐在赶车台上东张西望而开口这样问道。 ‖ 罗伦斯一转过身，就看见一身修道女打扮的赫萝正靠在货物上不老实的倒著头看着自己。 ‖ 【有伐木场哟。】	在货台上闲来无事的旅行伙伴赫萝似乎是因为察觉到了罗伦斯坐在赶车台上东张西望而开口这样问道。	赫萝	0.40	赫萝	罗伦斯		
1_54	嫩绿色的小径	1	54	dialogue	explicit	赫萝	但是，赫萝接下来说出口的话却是完全无关的问题。 ‖ 【那么，汝是很急着旅行吗？】 ‖ 躺在阳光明媚的草原上午睡，对于时间就是金钱的商人来说无疑是等动与自取灭亡的行为。 ‖ ►赫萝那就像是在问“会不会担搁行程”似的目光，或许有着就连能让历代的皇帝着迷的绝世美女也无法匹敌魅力。 ‖ 被赫萝这样一看罗伦斯反而觉得精神了起来。 ‖ 而且，赫萝露在外面的尾巴也像是希望能停留下来似的摇晃着。	会不会担搁行程	赫萝	0.90	赫萝			
1_130	嫩绿色的小径	1	130	action	心理-推测	赫萝	【你到底喝了多少酒呀，脸都红了】 ‖ 【…….没喝多少呗】 ‖ 赫萝即使喝了酒也不会从脸上表现出来，外表几乎不会发生什么变化。 ‖ ►但是，被罗伦斯拐弯抹角讽刺的赫萝似乎有些在意，甩开了罗伦斯的手肘用力的擦起脸来。 ‖ 【我还很期待在充满日光的草原上和你悠闲的喝一杯的】 ‖ 【咱没喝多少呢】	但是，被罗伦斯拐弯抹角讽刺的赫萝似乎有些在意，甩开了罗伦斯的手肘用力的擦起脸来。	赫萝	0.40	赫萝	罗伦斯		
1_149	嫩绿色的小径	1	149	action	心理-推测	赫萝	看来除了罗伦斯所走的这条路以外，森林里似乎还有好几条路存在。 ‖ 而且还是复杂的交叉在一起的。 ‖ 这样的话，或许在迷路之前回去要好些。 ‖ ►罗伦斯正在这样考虑著的时候，因为突然感觉到了有道似乎是要刺破自己脖子的目光而回头向后看去。 ‖ 【……至少咱不会喜欢这种话题】 ‖ 赫萝的尾巴不高兴的摇晃着。	罗伦斯正在这样考虑著的时候，因为突然感觉到了有道似乎是要刺破自己脖子的目光而回头向后看去。	赫萝	0.40	赫萝	罗伦斯		
1_160	嫩绿色的小径	1	160	dialogue	anaphoric	赫萝	尔后，当罗论斯提出想要再听一次时，赫萝的表情一瞬间凝固了。 ‖ 【咱是小孩子吗】 ‖ 【诶？】 ‖ ►【谈话时偶尔也会有听漏的时候。汝觉得遇到这种情况咱能轻易的说句“嗯，是的，确实是那样”就算了吗】 ‖ 赫萝刚一说完，车轮就碾到了树根“　啷”的一声摇晃了起来。 ‖ 罗伦斯赶忙慌张的转向前面，之后不久又再一次转过头去。	嗯，是的，确实是那样	赫萝	0.55	赫萝			
5_7	少年、少女与白花	5	7	action	物理	赫萝	稍微有点坐立不安之后，终于找到了舒服的姿势，舒了口气。 ‖ 周围非常安静，只听得到阿莉艾斯所发出的鼾声。 ‖ 以前在饲养家畜的小屋一角睡觉的时候，从来没有像这么安静的夜晚。 ‖ ►总是以家畜的食物残渣为目标而不断跑来跑去的老鼠，使得库拉斯理所当然地穿着衣服睡觉。还有眼睛会发出光芒并以老鼠为目标的蛇和猫头鹰之类的。当然夜晚的来客还不止这些。来抓鸡的狐狸，以及吃羊的狼也都会来。 ‖ 如果感到危险靠近的话，马会失去控制，鸡会大叫，老鼠会更加热闹地跑来跑去。 ‖ 但和阿莉艾斯度过的夜晚却是那样地安静，只能听见阿莉艾斯的鼾声。	总是以家畜的食物残渣为目标而不断跑来跑去的老鼠，使得库拉斯理所当然地穿着衣服睡觉。还有眼睛会发出光芒并以老鼠为目标的蛇和猫头鹰之类的。当然夜晚的来客还不止这些。来抓鸡的狐狸，以及吃羊的狼也都会来。	赫萝	0.55	赫萝			
5_11	少年、少女与白花	5	11	action	心理-自指	赫萝	如果感到危险靠近的话，马会失去控制，鸡会大叫，老鼠会更加热闹地跑来跑去。 ‖ 但和阿莉艾斯度过的夜晚却是那样地安静，只能听见阿莉艾斯的鼾声。 ‖ 而且即使到了早晨，也没有随意使唤自己的人，也没有怎么做也做不完的工作。对于睡觉来说，没有比这个更让人高兴的事了。 ‖ ►虽然突然被赶出屋邸，自己也感到很吃惊，但是却不明白其他的人为什么会那样惊慌失措和抱头痛哭呢。明明没有工作是件让人高兴的事。 ‖ 食物虽然不能说有很多，但在全部吃完之前一定能到达海边的吧。海里有很多的鱼，到时候只要捕鱼来吃就没问题了。如果可能的话就住在海边也不错。 ‖ 库拉斯不由地又开始考虑起来。阿莉艾斯看过鱼吗？最后得出的结论是：一定没有看过吧。那样的话不告诉她的话可不行。	虽然突然被赶出屋邸，自己也感到很吃惊，但是却不明白其他的人为什么会那样惊慌失措和抱头痛哭呢。明明没有工作是件让人高兴的事。	赫萝	0.30	赫萝			
5_15	少年、少女与白花	5	15	action	心理-自指	赫萝	食物虽然不能说有很多，但在全部吃完之前一定能到达海边的吧。海里有很多的鱼，到时候只要捕鱼来吃就没问题了。如果可能的话就住在海边也不错。 ‖ 库拉斯不由地又开始考虑起来。阿莉艾斯看过鱼吗？最后得出的结论是：一定没有看过吧。那样的话不告诉她的话可不行。 ‖ “鱼是即使在水里也不会溺水的生物”。那样想着的库拉斯忍不住偷笑了出来，真的是非常地安静。 ‖ ►之后，库拉斯觉得至少应该再睡一会，于是将乱七八糟的事从脑海里赶了出去。虽然很微弱，但确实听到了除了鼾声以外的声音。 ‖ “吨、吨、吨”这样很微弱的声音。 ‖ 大概是阿莉艾斯心脏跳动的声音吧。	之后，库拉斯觉得至少应该再睡一会，于是将乱七八糟的事从脑海里赶了出去。虽然很微弱，但确实听到了除了鼾声以外的声音。	赫萝	0.35	赫萝			
5_18	少年、少女与白花	5	18	action	心理-自指	赫萝	之后，库拉斯觉得至少应该再睡一会，于是将乱七八糟的事从脑海里赶了出去。虽然很微弱，但确实听到了除了鼾声以外的声音。 ‖ “吨、吨、吨”这样很微弱的声音。 ‖ 大概是阿莉艾斯心脏跳动的声音吧。 ‖ ►靠在阿莉艾斯柔软胸部上的库拉斯能很清楚地听见心脏跳动的声音，总觉得很不可思议。终于，库拉斯察觉到了一个奇怪的地方。 ‖ 声音是由一边的耳朵听到的，具体来说就是贴在草地上的右耳听到的。 ‖ 不断地传来“吨、吨、吨”的声音。	靠在阿莉艾斯柔软胸部上的库拉斯能很清楚地听见心脏跳动的声音，总觉得很不可思议。终于，库拉斯察觉到了一个奇怪的地方。	赫萝	0.35	赫萝			
7_114	少年、少女与白花	7	114	dialogue	anaphoric	赫萝	话说到一半，赫萝叹了口气后，用吃惊似的目光看了过来。 ‖ 库拉斯不由地低下了头。 ‖ 因为在视线所及之处都没有能避雨的地方。 ‖ ►“咱虽然是带着半分好玩的心态，跟踪在这既没有河流也没有泉水的地方赶路的两个人，但也未必没有考虑到会发生这样的事。” ‖ 既然赫萝都已经那样说了，看来她确实很生气。因为觉得害怕，库拉斯什么也没有说。 ‖ “话又说回来，如果要说奇怪的话，像汝俩这样相伴而行才叫奇怪呢。为什么两个小孩子会出来旅行？”	咱虽然是带着半分好玩的心态，跟踪在这既没有河流也没有泉水的地方赶路的两个人，但也未必没有考虑到会发生这样的事。	赫萝	0.55	赫萝			
7_116	少年、少女与白花	7	116	dialogue	anaphoric	赫萝	因为在视线所及之处都没有能避雨的地方。 ‖ “咱虽然是带着半分好玩的心态，跟踪在这既没有河流也没有泉水的地方赶路的两个人，但也未必没有考虑到会发生这样的事。” ‖ 既然赫萝都已经那样说了，看来她确实很生气。因为觉得害怕，库拉斯什么也没有说。 ‖ ►“话又说回来，如果要说奇怪的话，像汝俩这样相伴而行才叫奇怪呢。为什么两个小孩子会出来旅行？” ‖ 听见被说成是小孩，库拉斯终于向赫萝瞪了回去。 ‖ 赫萝虽然感觉上年纪要大一些，但是也没有到能被称呼为大人的程度。	话又说回来，如果要说奇怪的话，像汝俩这样相伴而行才叫奇怪呢。为什么两个小孩子会出来旅行？	赫萝	0.55	赫萝			
8_33	少年、少女与白花	8	33	dialogue	unmarked	赫萝	阿莉艾斯慌张地伸出两只手，就好像是接小孩般用胸部接住了面包。 ‖ 库拉斯更吃惊于赫萝的做法。 ‖ “居然扔食、食物——” ‖ ►“结成果实的麦粒不久之后将回归大地，这是自然的定理。那么，有什么理由不能将只是把麦粒磨成分而烤成的面包扔出去呢？” ‖ “诶……？” ‖ 虽然无意识地发出愚蠢声音的人是库拉斯，但是露出就像是被人捏住鼻子似的表情的阿莉艾斯却微微歪着脖子思考了起来，之后就像是愣住了似地点了点头。	结成果实的麦粒不久之后将回归大地，这是自然的定理。那么，有什么理由不能将只是把麦粒磨成分而烤成的面包扔出去呢？	赫萝	0.40	赫萝			
1_3	旅行商人与黯色的骑士	1	3	action	物理	罗伦斯	很不可思议地，无人居住的房子不需任何理由，就会以惊人的速度腐朽老化。 ‖ 房子的窗户会破裂，土质地面会凸起，屋顶会坍塌。 ‖ 这栋为可怜旅人遮风避雨的屋顶曾有着气派的外观，但如今就连在蒙蒙细雨之中，也显得摇摇欲坠。 ‖ ►可能是因为这栋石造建筑物的地基打得牢固，支撑建筑物四角的支柱周围部位，还看得出昔日住宅的影子。罗伦斯此刻正挤进支柱底下躲雨。 ‖ 碍于这样的状况，罗伦斯把载了货物的马车以及拉马车的马儿，分别安置在对面的支柱旁，以及隔壁栋的支柱旁。 ‖ 罗伦斯靠着墙壁坐在地上生火时，从破了洞的屋顶清楚看见阴沉沉的乌云。	可能是因为这栋石造建筑物的地基打得牢固，支撑建筑物四角的支柱周围部位，还看得出昔日住宅的影子。罗伦斯此刻正挤进支柱底下躲雨。	罗伦斯	0.55	罗伦斯			
1_21	旅行商人与黯色的骑士	1	21	dialogue	anaphoric	罗伦斯	火势也蔓延到了罗伦斯用短剑所削下的木屑，并顺利烧起木柴。过了没多久后，火堆便熊熊燃烧起来。 ‖ “话说回来，刚才真的是千钧一发。” ‖ 罗伦斯从木柴当中挑出带有树枝的木柴后，一边用短剑砍下树枝，一边说道。 ‖ ►“嗯。谁叫有个大笨驴商人把拒绝不了的笨重货物载在货台上，才会拖慢行程。咱差点就要被迫在雨中睡觉。” ‖ 赫萝先铺上抹过油的鞣皮，然后躺在鞣皮上这么说。 ‖ 几天前经过城镇时，罗伦斯因为拒绝不了认识的旅行商人之托，而把盐鲱渍鱼载在货台上。	嗯。谁叫有个大笨驴商人把拒绝不了的笨重货物载在货台上，才会拖慢行程。咱差点就要被迫在雨中睡觉。	赫萝	0.55	赫萝			
1_29	旅行商人与黯色的骑士	1	29	action	心理-自指	罗伦斯	“不过，也赚到了值得的利益。” ‖ 罗伦斯把树枝削尖，然后从货物里取出几尾盐渍鲱鱼，再用树枝从嘴巴刺起鲱鱼，一尾一尾地立在火堆四周。 ‖ 照物主给的条件，罗伦斯最多可以吃掉十尾鲱鱼。 ‖ ►难得有鱼可以吃，如果想要做点费工夫的料理，可以用树皮连同洋葱、蒜头奶油和鱼一起包裹，然后埋进土里，并在上方生火。经过一段时间后，只要挪开火堆再打开树皮，一道咸味十足又甘甜的蒸鱼料理即大功告成。 ‖ 罗伦斯今晚之所以没有这么做，是因为知道赫萝一旦吃了这样的料理，下次光是烤过的鱼就会满足不了她。 ‖ 好东西让人看了就会想要，吃了就忘不了。	难得有鱼可以吃，如果想要做点费工夫的料理，可以用树皮连同洋葱、蒜头奶油和鱼一起包裹，然后埋进土里，并在上方生火。经过一段时间后，只要挪开火堆再打开树皮，一道咸味十足又甘甜的蒸鱼料理即大功告成。	罗伦斯	0.35	罗伦斯			
1_46	旅行商人与黯色的骑士	1	46	dialogue	anaphoric	罗伦斯	赫萝会这么询问，并不是因为她有感而发或是缺乏常识。而是因为，在一眼望去空无一物的荒野上，居然会有样东西从大地上凸起。那感觉就像美丽光滑的肌肤上，突然冒出了一颗粉刺。 ‖ 只要看见了这样的建筑物，就算不是像赫萝这样隔了好几百年才离开村落麦田的人，也会有一样的疑问。 ‖ 罗伦斯两人用来躲雨的建筑物，正是被建盖在如粉刺般的凸起物上。 ‖ ►“话说回来，汝怎么会知道有这种地方？汝发现有可能下雨后，就像是认得路似地直接来到这里，不是吗？” ‖ 或许是舔了一阵盐巴后感到满足，赫萝从罗伦斯手边拿起刚削好的木棒这么说。 ‖ 罗伦斯才在想不知道赫萝打算做什么，便看见赫萝从还没用木棒串起的鲱鱼当中挑出最大的一尾鱼，然后用力把木棒插入鱼嘴。	话说回来，汝怎么会知道有这种地方？汝发现有可能下雨后，就像是认得路似地直接来到这里，不是吗？	赫萝	0.55	赫萝			
1_72	旅行商人与黯色的骑士	1	72	action	心理-推测	罗伦斯	“也不是这样子的……” ‖ 对罗伦斯来说，那是一段不大愿意与人分享的故事。 ‖ 尤其是对赫萝。 ‖ ►罗伦斯如果试图隐瞒，赫萝总会更带劲地想要挖出秘密，就连这般个性的赫萝，似乎也察觉到气氛不对。 ‖ 虽然赫萝乖乖表现出愿意罢手的态度，但耳朵显得落寞地垂了下来。 ‖ “汝总是不大愿意与咱分享过去的事情。”	罗伦斯如果试图隐瞒，赫萝总会更带劲地想要挖出秘密，就连这般个性的赫萝，似乎也察觉到气氛不对。	罗伦斯	0.40	罗伦斯	赫萝		
