uid	source	scene	sent	type	bucket	focalizer	context	text	guess_speaker	guess_conf	gold_speaker	target	checked	note
1_14	两匹狼的婚礼	1	14	action	物理	柯尔	随后，我放松了肩。 ‖ 就某方面而言，那说不定真是想迷惑神的羔羊的恶魔。因为趴在我胸口酣睡的，是一个年轻少女。 ‖ 虽然她体格纤瘦脚又长，愉快时的步伐轻盈得像颗蓬松毛球，然而压在身上时再不情愿也会感到她的成长。如果她是个牙牙学语的幼儿还能说可爱，但是长这么大了还做这种事，只会让人觉得“沉重”　。 ‖ ►无论告诫过多少次，她都全当耳边风，照样动不动就半夜钻到我被子底下。看着她的睡脸，我不禁用鼻子叹息。 ‖ 缪里是我大恩人罗伦斯和贤狼赫萝的独生女，我从她出生就在照顾，跟妹妹没两样。这个野丫头经常嚷嚷着想离开出生的村落，看看外面的世界，擅自跟我来旅行。 ‖ 她传自父亲，色泽奇异的银色浏海轻轻晃荡，下垂的长长睫毛微微颤动。嘴里不知在念些什么，睡猫翻身似的蜷动，把头缩进被子底下。	无论告诫过多少次，她都全当耳边风，照样动不动就半夜钻到我被子底下。看着她的睡脸，我不禁用鼻子叹息。	柯尔	0.30	柯尔			
1_15	两匹狼的婚礼	1	15	action	心理-自指	柯尔	就某方面而言，那说不定真是想迷惑神的羔羊的恶魔。因为趴在我胸口酣睡的，是一个年轻少女。 ‖ 虽然她体格纤瘦脚又长，愉快时的步伐轻盈得像颗蓬松毛球，然而压在身上时再不情愿也会感到她的成长。如果她是个牙牙学语的幼儿还能说可爱，但是长这么大了还做这种事，只会让人觉得“沉重”　。 ‖ 无论告诫过多少次，她都全当耳边风，照样动不动就半夜钻到我被子底下。看着她的睡脸，我不禁用鼻子叹息。 ‖ ►缪里是我大恩人罗伦斯和贤狼赫萝的独生女，我从她出生就在照顾，跟妹妹没两样。这个野丫头经常嚷嚷着想离开出生的村落，看看外面的世界，擅自跟我来旅行。 ‖ 她传自父亲，色泽奇异的银色浏海轻轻晃荡，下垂的长长睫毛微微颤动。嘴里不知在念些什么，睡猫翻身似的蜷动，把头缩进被子底下。 ‖ 那纯真的睡相令我不禁微笑之后，我注意到鼻子很痒。	缪里是我大恩人罗伦斯和贤狼赫萝的独生女，我从她出生就在照顾，跟妹妹没两样。这个野丫头经常嚷嚷着想离开出生的村落，看看外面的世界，擅自跟我来旅行。	缪里	0.39	缪里			非主角视角心理:存疑
1_16	两匹狼的婚礼	1	16	action	物理	柯尔	虽然她体格纤瘦脚又长，愉快时的步伐轻盈得像颗蓬松毛球，然而压在身上时再不情愿也会感到她的成长。如果她是个牙牙学语的幼儿还能说可爱，但是长这么大了还做这种事，只会让人觉得“沉重”　。 ‖ 无论告诫过多少次，她都全当耳边风，照样动不动就半夜钻到我被子底下。看着她的睡脸，我不禁用鼻子叹息。 ‖ 缪里是我大恩人罗伦斯和贤狼赫萝的独生女，我从她出生就在照顾，跟妹妹没两样。这个野丫头经常嚷嚷着想离开出生的村落，看看外面的世界，擅自跟我来旅行。 ‖ ►她传自父亲，色泽奇异的银色浏海轻轻晃荡，下垂的长长睫毛微微颤动。嘴里不知在念些什么，睡猫翻身似的蜷动，把头缩进被子底下。 ‖ 那纯真的睡相令我不禁微笑之后，我注意到鼻子很痒。 ‖ 缪里的头盖在被子下，头顶自然在我鼻头前。她很为那头长发自豪，一天也不会忘记保养，有种与香油不同的甜香。	她传自父亲，色泽奇异的银色浏海轻轻晃荡，下垂的长长睫毛微微颤动。嘴里不知在念些什么，睡猫翻身似的蜷动，把头缩进被子底下。	柯尔	0.30	柯尔			
1_18	两匹狼的婚礼	1	18	action	物理	柯尔	缪里是我大恩人罗伦斯和贤狼赫萝的独生女，我从她出生就在照顾，跟妹妹没两样。这个野丫头经常嚷嚷着想离开出生的村落，看看外面的世界，擅自跟我来旅行。 ‖ 她传自父亲，色泽奇异的银色浏海轻轻晃荡，下垂的长长睫毛微微颤动。嘴里不知在念些什么，睡猫翻身似的蜷动，把头缩进被子底下。 ‖ 那纯真的睡相令我不禁微笑之后，我注意到鼻子很痒。 ‖ ►缪里的头盖在被子下，头顶自然在我鼻头前。她很为那头长发自豪，一天也不会忘记保养，有种与香油不同的甜香。 ‖ 可是鼻子痒与香气无关，也不是受到飘逸发丝的搔弄。 ‖ 而是因为她头上那对三角形大狼耳。	缪里的头盖在被子下，头顶自然在我鼻头前。她很为那头长发自豪，一天也不会忘记保养，有种与香油不同的甜香。	缪里	0.55	缪里			
1_20	两匹狼的婚礼	1	20	action	物理	柯尔	那纯真的睡相令我不禁微笑之后，我注意到鼻子很痒。 ‖ 缪里的头盖在被子下，头顶自然在我鼻头前。她很为那头长发自豪，一天也不会忘记保养，有种与香油不同的甜香。 ‖ 可是鼻子痒与香气无关，也不是受到飘逸发丝的搔弄。 ‖ ►而是因为她头上那对三角形大狼耳。 ‖ 缪里是继承了狼血的女孩，有漂亮的狼耳和狼尾，有时我会因为她的耳尖钻到鼻孔里而醒来。看着狼耳随鼻息舒服地抽动，我忍不住吞吞口水。 ‖ 不是因为可爱少女、可爱的狼耳和她疏于防备的睡姿让我胡思乱想，就只是为了在坏预感让我叫出声之前拼命忍住而已。	而是因为她头上那对三角形大狼耳。	赫萝	0.55	赫萝			
1_21	两匹狼的婚礼	1	21	action	物理	柯尔	缪里的头盖在被子下，头顶自然在我鼻头前。她很为那头长发自豪，一天也不会忘记保养，有种与香油不同的甜香。 ‖ 可是鼻子痒与香气无关，也不是受到飘逸发丝的搔弄。 ‖ 而是因为她头上那对三角形大狼耳。 ‖ ►缪里是继承了狼血的女孩，有漂亮的狼耳和狼尾，有时我会因为她的耳尖钻到鼻孔里而醒来。看着狼耳随鼻息舒服地抽动，我忍不住吞吞口水。 ‖ 不是因为可爱少女、可爱的狼耳和她疏于防备的睡姿让我胡思乱想，就只是为了在坏预感让我叫出声之前拼命忍住而已。 ‖ “不会吧。”	缪里是继承了狼血的女孩，有漂亮的狼耳和狼尾，有时我会因为她的耳尖钻到鼻孔里而醒来。看着狼耳随鼻息舒服地抽动，我忍不住吞吞口水。	缪里	0.55	缪里			
1_22	两匹狼的婚礼	1	22	action	心理-自指	柯尔	可是鼻子痒与香气无关，也不是受到飘逸发丝的搔弄。 ‖ 而是因为她头上那对三角形大狼耳。 ‖ 缪里是继承了狼血的女孩，有漂亮的狼耳和狼尾，有时我会因为她的耳尖钻到鼻孔里而醒来。看着狼耳随鼻息舒服地抽动，我忍不住吞吞口水。 ‖ ►不是因为可爱少女、可爱的狼耳和她疏于防备的睡姿让我胡思乱想，就只是为了在坏预感让我叫出声之前拼命忍住而已。 ‖ “不会吧。” ‖ 被子一掀，胸膛上的缪里就冷得缩身。狼尾随后不悦地摇动，看起来比平时还蓬松，在探入窗口的朝阳下闪闪发亮。	不是因为可爱少女、可爱的狼耳和她疏于防备的睡姿让我胡思乱想，就只是为了在坏预感让我叫出声之前拼命忍住而已。	赫萝	0.39	赫萝			非主角视角心理:存疑
1_23	两匹狼的婚礼	1	23	dialogue	anaphoric	柯尔	而是因为她头上那对三角形大狼耳。 ‖ 缪里是继承了狼血的女孩，有漂亮的狼耳和狼尾，有时我会因为她的耳尖钻到鼻孔里而醒来。看着狼耳随鼻息舒服地抽动，我忍不住吞吞口水。 ‖ 不是因为可爱少女、可爱的狼耳和她疏于防备的睡姿让我胡思乱想，就只是为了在坏预感让我叫出声之前拼命忍住而已。 ‖ ►“不会吧。” ‖ 被子一掀，胸膛上的缪里就冷得缩身。狼尾随后不悦地摇动，看起来比平时还蓬松，在探入窗口的朝阳下闪闪发亮。 ‖ 更正，发亮的是尾巴抖出来，到处乱飘的毛才对。	不会吧。	缪里	0.55	缪里			
1_24	两匹狼的婚礼	1	24	action	心理-推测	柯尔	缪里是继承了狼血的女孩，有漂亮的狼耳和狼尾，有时我会因为她的耳尖钻到鼻孔里而醒来。看着狼耳随鼻息舒服地抽动，我忍不住吞吞口水。 ‖ 不是因为可爱少女、可爱的狼耳和她疏于防备的睡姿让我胡思乱想，就只是为了在坏预感让我叫出声之前拼命忍住而已。 ‖ “不会吧。” ‖ ►被子一掀，胸膛上的缪里就冷得缩身。狼尾随后不悦地摇动，看起来比平时还蓬松，在探入窗口的朝阳下闪闪发亮。 ‖ 更正，发亮的是尾巴抖出来，到处乱飘的毛才对。 ‖ “……我的天啊。”	被子一掀，胸膛上的缪里就冷得缩身。狼尾随后不悦地摇动，看起来比平时还蓬松，在探入窗口的朝阳下闪闪发亮。	柯尔	0.28	柯尔	缪里		非主角视角心理:存疑
1_25	两匹狼的婚礼	1	25	action	物理	柯尔	不是因为可爱少女、可爱的狼耳和她疏于防备的睡姿让我胡思乱想，就只是为了在坏预感让我叫出声之前拼命忍住而已。 ‖ “不会吧。” ‖ 被子一掀，胸膛上的缪里就冷得缩身。狼尾随后不悦地摇动，看起来比平时还蓬松，在探入窗口的朝阳下闪闪发亮。 ‖ ►更正，发亮的是尾巴抖出来，到处乱飘的毛才对。 ‖ “……我的天啊。” ‖ 我将半抬的头放回枕头上，无力地望着天花板。缪里掉的毛在朝阳中飞舞，那掺灰的银色使它更像雪片。说美是很美，但凡事都是一体两面。	更正，发亮的是尾巴抖出来，到处乱飘的毛才对。	柯尔	0.30	柯尔			
1_26	两匹狼的婚礼	1	26	dialogue	anaphoric	柯尔	“不会吧。” ‖ 被子一掀，胸膛上的缪里就冷得缩身。狼尾随后不悦地摇动，看起来比平时还蓬松，在探入窗口的朝阳下闪闪发亮。 ‖ 更正，发亮的是尾巴抖出来，到处乱飘的毛才对。 ‖ ►“……我的天啊。” ‖ 我将半抬的头放回枕头上，无力地望着天花板。缪里掉的毛在朝阳中飞舞，那掺灰的银色使它更像雪片。说美是很美，但凡事都是一体两面。 ‖ “缪里、缪里。”	……我的天啊。	缪里	0.55	缪里			
1_27	两匹狼的婚礼	1	27	action	物理	柯尔	被子一掀，胸膛上的缪里就冷得缩身。狼尾随后不悦地摇动，看起来比平时还蓬松，在探入窗口的朝阳下闪闪发亮。 ‖ 更正，发亮的是尾巴抖出来，到处乱飘的毛才对。 ‖ “……我的天啊。” ‖ ►我将半抬的头放回枕头上，无力地望着天花板。缪里掉的毛在朝阳中飞舞，那掺灰的银色使它更像雪片。说美是很美，但凡事都是一体两面。 ‖ “缪里、缪里。” ‖ 缪里还在傻呼呼地蠕动，寻找掀掉的被子。我抓住她的肩摇一摇，可是贪睡的她盖住耳朵嫌吵，还用尾巴打我的手，甩出更多银毛。	我将半抬的头放回枕头上，无力地望着天花板。缪里掉的毛在朝阳中飞舞，那掺灰的银色使它更像雪片。说美是很美，但凡事都是一体两面。	缪里	0.55	缪里			
1_28	两匹狼的婚礼	1	28	dialogue	anaphoric	柯尔	更正，发亮的是尾巴抖出来，到处乱飘的毛才对。 ‖ “……我的天啊。” ‖ 我将半抬的头放回枕头上，无力地望着天花板。缪里掉的毛在朝阳中飞舞，那掺灰的银色使它更像雪片。说美是很美，但凡事都是一体两面。 ‖ ►“缪里、缪里。” ‖ 缪里还在傻呼呼地蠕动，寻找掀掉的被子。我抓住她的肩摇一摇，可是贪睡的她盖住耳朵嫌吵，还用尾巴打我的手，甩出更多银毛。 ‖ “缪里！”	缪里、缪里。	缪里	0.55	缪里			
1_29	两匹狼的婚礼	1	29	action	物理	柯尔	“……我的天啊。” ‖ 我将半抬的头放回枕头上，无力地望着天花板。缪里掉的毛在朝阳中飞舞，那掺灰的银色使它更像雪片。说美是很美，但凡事都是一体两面。 ‖ “缪里、缪里。” ‖ ►缪里还在傻呼呼地蠕动，寻找掀掉的被子。我抓住她的肩摇一摇，可是贪睡的她盖住耳朵嫌吵，还用尾巴打我的手，甩出更多银毛。 ‖ “缪里！” ‖ “唔唔……大哥哥，还早啦……”	缪里还在傻呼呼地蠕动，寻找掀掉的被子。我抓住她的肩摇一摇，可是贪睡的她盖住耳朵嫌吵，还用尾巴打我的手，甩出更多银毛。	缪里	0.55	缪里			
1_30	两匹狼的婚礼	1	30	dialogue	anaphoric	柯尔	我将半抬的头放回枕头上，无力地望着天花板。缪里掉的毛在朝阳中飞舞，那掺灰的银色使它更像雪片。说美是很美，但凡事都是一体两面。 ‖ “缪里、缪里。” ‖ 缪里还在傻呼呼地蠕动，寻找掀掉的被子。我抓住她的肩摇一摇，可是贪睡的她盖住耳朵嫌吵，还用尾巴打我的手，甩出更多银毛。 ‖ ►“缪里！” ‖ “唔唔……大哥哥，还早啦……” ‖ 而我对终于抓到被子，想盖回去的缪里说：	缪里！	缪里	0.55	缪里			
1_31	两匹狼的婚礼	1	31	dialogue	anaphoric	柯尔	“缪里、缪里。” ‖ 缪里还在傻呼呼地蠕动，寻找掀掉的被子。我抓住她的肩摇一摇，可是贪睡的她盖住耳朵嫌吵，还用尾巴打我的手，甩出更多银毛。 ‖ “缪里！” ‖ ►“唔唔……大哥哥，还早啦……” ‖ 而我对终于抓到被子，想盖回去的缪里说： ‖ “马上把你掉的毛扫干净！”	唔唔……大哥哥，还早啦……	缪里	0.55	缪里			
1_32	两匹狼的婚礼	1	32	action	心理-自指	柯尔	缪里还在傻呼呼地蠕动，寻找掀掉的被子。我抓住她的肩摇一摇，可是贪睡的她盖住耳朵嫌吵，还用尾巴打我的手，甩出更多银毛。 ‖ “缪里！” ‖ “唔唔……大哥哥，还早啦……” ‖ ►而我对终于抓到被子，想盖回去的缪里说： ‖ “马上把你掉的毛扫干净！” ‖ 缪里是继承了狼血的女孩。今年的换毛期好像又到了，但这里不是她纽希拉的家。我们在旅行当中，这天借住的是某贵族宅邸一室。	而我对终于抓到被子，想盖回去的缪里说：	缪里	0.39	缪里			非主角视角心理:存疑
1_33	两匹狼的婚礼	1	33	dialogue	anaphoric	柯尔	“缪里！” ‖ “唔唔……大哥哥，还早啦……” ‖ 而我对终于抓到被子，想盖回去的缪里说： ‖ ►“马上把你掉的毛扫干净！” ‖ 缪里是继承了狼血的女孩。今年的换毛期好像又到了，但这里不是她纽希拉的家。我们在旅行当中，这天借住的是某贵族宅邸一室。 ‖ 绝对不能让人知道缪里是狼。	马上把你掉的毛扫干净！	缪里	0.55	缪里			
1_34	两匹狼的婚礼	1	34	action	物理	柯尔	“唔唔……大哥哥，还早啦……” ‖ 而我对终于抓到被子，想盖回去的缪里说： ‖ “马上把你掉的毛扫干净！” ‖ ►缪里是继承了狼血的女孩。今年的换毛期好像又到了，但这里不是她纽希拉的家。我们在旅行当中，这天借住的是某贵族宅邸一室。 ‖ 绝对不能让人知道缪里是狼。 ‖ “……呼咦？”	缪里是继承了狼血的女孩。今年的换毛期好像又到了，但这里不是她纽希拉的家。我们在旅行当中，这天借住的是某贵族宅邸一室。	缪里	0.55	缪里			
1_35	两匹狼的婚礼	1	35	action	物理	柯尔	而我对终于抓到被子，想盖回去的缪里说： ‖ “马上把你掉的毛扫干净！” ‖ 缪里是继承了狼血的女孩。今年的换毛期好像又到了，但这里不是她纽希拉的家。我们在旅行当中，这天借住的是某贵族宅邸一室。 ‖ ►绝对不能让人知道缪里是狼。 ‖ “……呼咦？” ‖ 缪里带着睡眼抬起头来，鼻子吸进毛似的打了个喷嚏。	绝对不能让人知道缪里是狼。	缪里	0.55	缪里			
1_36	两匹狼的婚礼	1	36	dialogue	anaphoric	柯尔	“马上把你掉的毛扫干净！” ‖ 缪里是继承了狼血的女孩。今年的换毛期好像又到了，但这里不是她纽希拉的家。我们在旅行当中，这天借住的是某贵族宅邸一室。 ‖ 绝对不能让人知道缪里是狼。 ‖ ►“……呼咦？” ‖ 缪里带着睡眼抬起头来，鼻子吸进毛似的打了个喷嚏。 ‖ 地板和桌面擦擦就行，但沾在被子等处布料上的毛就只能拍掉或捏掉了。客人抱着被子到井边踩很怪，要这么做也得编个理由。请缪里为洗被子演个戏时，她满脸通红地吊眼瞪来。	……呼咦？	缪里	0.55	缪里			
1_37	两匹狼的婚礼	1	37	action	物理	柯尔	缪里是继承了狼血的女孩。今年的换毛期好像又到了，但这里不是她纽希拉的家。我们在旅行当中，这天借住的是某贵族宅邸一室。 ‖ 绝对不能让人知道缪里是狼。 ‖ “……呼咦？” ‖ ►缪里带着睡眼抬起头来，鼻子吸进毛似的打了个喷嚏。 ‖ 地板和桌面擦擦就行，但沾在被子等处布料上的毛就只能拍掉或捏掉了。客人抱着被子到井边踩很怪，要这么做也得编个理由。请缪里为洗被子演个戏时，她满脸通红地吊眼瞪来。 ‖ “人家是大人了，才不会那样咧！”	缪里带着睡眼抬起头来，鼻子吸进毛似的打了个喷嚏。	缪里	0.55	缪里			
1_38	两匹狼的婚礼	1	38	action	物理	柯尔	绝对不能让人知道缪里是狼。 ‖ “……呼咦？” ‖ 缪里带着睡眼抬起头来，鼻子吸进毛似的打了个喷嚏。 ‖ ►地板和桌面擦擦就行，但沾在被子等处布料上的毛就只能拍掉或捏掉了。客人抱着被子到井边踩很怪，要这么做也得编个理由。请缪里为洗被子演个戏时，她满脸通红地吊眼瞪来。 ‖ “人家是大人了，才不会那样咧！” ‖ 这么爱撒娇还敢说自己是大人，一点说服力也没有。但是看她这么排斥，尿床这个理由就用不了了。	地板和桌面擦擦就行，但沾在被子等处布料上的毛就只能拍掉或捏掉了。客人抱着被子到井边踩很怪，要这么做也得编个理由。请缪里为洗被子演个戏时，她满脸通红地吊眼瞪来。	缪里	0.55	缪里			
1_39	两匹狼的婚礼	1	39	dialogue	anaphoric	柯尔	“……呼咦？” ‖ 缪里带着睡眼抬起头来，鼻子吸进毛似的打了个喷嚏。 ‖ 地板和桌面擦擦就行，但沾在被子等处布料上的毛就只能拍掉或捏掉了。客人抱着被子到井边踩很怪，要这么做也得编个理由。请缪里为洗被子演个戏时，她满脸通红地吊眼瞪来。 ‖ ►“人家是大人了，才不会那样咧！” ‖ 这么爱撒娇还敢说自己是大人，一点说服力也没有。但是看她这么排斥，尿床这个理由就用不了了。 ‖ 所以我现在和缪里一起坐在窗边做手工。	人家是大人了，才不会那样咧！	缪里	0.55	缪里			
1_40	两匹狼的婚礼	1	40	action	物理	柯尔	缪里带着睡眼抬起头来，鼻子吸进毛似的打了个喷嚏。 ‖ 地板和桌面擦擦就行，但沾在被子等处布料上的毛就只能拍掉或捏掉了。客人抱着被子到井边踩很怪，要这么做也得编个理由。请缪里为洗被子演个戏时，她满脸通红地吊眼瞪来。 ‖ “人家是大人了，才不会那样咧！” ‖ ►这么爱撒娇还敢说自己是大人，一点说服力也没有。但是看她这么排斥，尿床这个理由就用不了了。 ‖ 所以我现在和缪里一起坐在窗边做手工。 ‖ “唉……都完全忘了会有这种时期……罗伦斯先生在温泉旅馆也很辛苦吧……”	这么爱撒娇还敢说自己是大人，一点说服力也没有。但是看她这么排斥，尿床这个理由就用不了了。	柯尔	0.30	柯尔			
1_41	两匹狼的婚礼	1	41	action	物理	柯尔	地板和桌面擦擦就行，但沾在被子等处布料上的毛就只能拍掉或捏掉了。客人抱着被子到井边踩很怪，要这么做也得编个理由。请缪里为洗被子演个戏时，她满脸通红地吊眼瞪来。 ‖ “人家是大人了，才不会那样咧！” ‖ 这么爱撒娇还敢说自己是大人，一点说服力也没有。但是看她这么排斥，尿床这个理由就用不了了。 ‖ ►所以我现在和缪里一起坐在窗边做手工。 ‖ “唉……都完全忘了会有这种时期……罗伦斯先生在温泉旅馆也很辛苦吧……” ‖ 缪里的母亲贤狼赫萝和她不同，不能隐藏耳朵尾巴。	所以我现在和缪里一起坐在窗边做手工。	缪里	0.55	缪里			
1_42	两匹狼的婚礼	1	42	dialogue	anaphoric	柯尔	“人家是大人了，才不会那样咧！” ‖ 这么爱撒娇还敢说自己是大人，一点说服力也没有。但是看她这么排斥，尿床这个理由就用不了了。 ‖ 所以我现在和缪里一起坐在窗边做手工。 ‖ ►“唉……都完全忘了会有这种时期……罗伦斯先生在温泉旅馆也很辛苦吧……” ‖ 缪里的母亲贤狼赫萝和她不同，不能隐藏耳朵尾巴。 ‖ 为了避免温泉旅馆在这时期到处都是毛，赫萝应该都是躲在房间里。	唉……都完全忘了会有这种时期……罗伦斯先生在温泉旅馆也很辛苦吧……	缪里	0.55	缪里			
